,Brand,Model,Weight,Operating System,Display Size,Pixel Density,Display Touchscreen,Clock-speed,Capacity,RAM Type,SSD Capacity,Battery Type,Wi-Fi Version,Warranty,Price (Rs),Weight_Category,Resolution_X,Resolution_Y,GPU_Brand,GPU_Tier,CPU_Brand,CPU_Category,Total_Pixels,Screen_Category,PPI_Category
626,HP,15-fa2071TX (B61DHPA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,105999.0,Normal,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
627,Acer,AL15G-52 (UN.34CSI.00V),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Po,6.0,1,55999.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,Other,2073600,Medium,Medium
628,Acer,TL15-53M (UN.352SI.006),1.8254062618836355,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,3,39490.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
629,Acer,TL15-53M (UN.352SI.002),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,3,58990.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
631,Lenovo,14IRH10 (83HR000WIN),1.39,Windows 11,14.0,162,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,73991.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
633,Lenovo,Gen 8 (82XX007LIN),1.55,Windows 11,14.0,162,Yes,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,68991.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
634,Lenovo,15IAX9E (83LK0032IN),1.77,Windows 11,15.6,141,No,4,12 GB,DDR5,512 GB,Li-Ion,6.0,1,60991.0,Light,1920,1080,NVIDIA,Entry Gaming,Intel,Other,2073600,Medium,Medium
635,Asus,G614JV-N4474WS,2.5,Windows 11,16.0,142,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,140990.0,Heavy,1920,1200,NVIDIA,High,Intel,Other,2304000,Large,Medium
637,Acer,AL15-53 (UN.34ESI.00H),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,52999.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
638,Asus,X1502VA-BQ835WS,1.7,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,53990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
639,Lenovo,Gen 7 (82SB00PQIN),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,65990.0,Normal,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
641,Asus,FX507ZC-HN204WS,2.2,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,73990.0,Normal,1920,1080,NVIDIA,Mid,Intel,Other,2073600,Medium,Medium
642,Lenovo,Gen 3 (21AHS0F200),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,3,144990.0,Normal,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
643,Apple,M4 MW1H3HN/A,1.51,macOS,15.3,224,No,4,16 GB,DDR4,512 GB,Li-Po,6.0,1,144900.0,Light,2880,1864,Apple,Integrated,Apple,Apple M4,5368320,Medium,High
644,Lenovo,14IRP8 (82WV0058IN),1.35,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,69991.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
645,Lenovo,Gen 4 (21KRA014IN),1.8254062618836355,Windows 11,13.5,256,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,125991.0,Normal,2880,1920,Intel,Integrated,Intel,Ultra 5,5529600,Small,High
646,Lenovo,Gen 5 (21JKS1U100),1.8254062618836355,Windows 11,14.0,162,No,3,16 GB,DDR4,512 GB,Li-Ion,6.0,3,85990.0,Normal,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
647,Lenovo,(21JNS19J00),1.8254062618836355,Windows 11,16.0,142,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,50491.0,Normal,1920,1200,Intel,Integrated,Intel,Other,2304000,Large,Medium
650,Lenovo,Gen 7 (21MWA08NIN),1.8254062618836355,Windows 11,16.0,142,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,56990.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Large,Medium
651,Lenovo,Gen 5 (21MCS0N600),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,102990.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
652,Acer,A325-45 (UN.344SI.008),1.8254062618836355,Windows 11,15.6,100,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,24499.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
654,Lenovo,Gen 4 (21HDS36U00),1.8254062618836355,Windows 11,14.0,189,No,3,16 GB,DDR5,512 GB,Li-Ion,6.0,3,144990.0,Normal,2240,1400,Intel,Integrated,Intel,Other,3136000,Medium,High
655,Lenovo,Gen 4 (21H1S1E100),1.8254062618836355,Windows 11,14.0,157,No,3,16 GB,DDR4,512 GB,Li-Ion,6.0,3,103991.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
656,Lenovo,Gen 5 (21LUS06Y00),1.8254062618836355,Windows 11,13.3,170,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,3,149991.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Small,Medium
657,HP,14-EW1112TU (B6NX8PA),1.44,Windows 11,14.0,216,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,102999.0,Light,2560,1600,Intel,Integrated,Intel,Ultra 5,4096000,Medium,High
658,Lenovo,Gen 5 (21LXS4PX00),1.8254062618836355,Windows 11,13.3,170,Yes,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,129991.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Small,Medium
659,Acer,ANV15-51 (UN.QN8SI.006),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,85990.0,Normal,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
660,Lenovo,15ARP10 Gen 10 (83J3003SIN),1.49,Windows 11,13.3,170,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,62991.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Small,Medium
661,Acer,ANV15-51 (UN.QN8SI.010),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,95999.0,Normal,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
662,Lenovo,Gen 5 (21MCS0N500),1.8254062618836355,Windows 11,14.0,162,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,106991.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
663,Acer,CB314-3H (NX.K04SI.00B),1.45,Chrome OS,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,24490.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
664,Lenovo,Gen 8 (82Y0004SIN),1.8254062618836355,Windows 11,14.0,162,Yes,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,69991.0,Normal,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
665,Lenovo,15ABR8 (82XM00MTIN),1.62,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,47991.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
666,HP,15-fa2078TX (B7GQ5PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,87327.0,Normal,1920,1080,NVIDIA,Mid,Intel,Other,2073600,Medium,Medium
667,MSI,B13UCX-2472IN,1.86,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,2,79000.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,Other,2073600,Medium,Medium
668,Lenovo,Gen 6 (21KGA19SIN),1.8254062618836355,Windows 11,14.0,162,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,71991.0,Normal,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
670,Acer,A324-53 (UN.34RSI.00D),1.8254062618836355,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,41000.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
672,Acer,A311-45 (UN.354SI.004),1.0,Windows 11,11.6,135,No,4,8 GB,DDR4,256 GB,Li-Ion,5.0,1,17990.0,Ultra Light,1366,768,Intel,Integrated,Intel,Other,1049088,Small,Low
676,Lenovo,(82HS00W7IN),1.5,Windows 11,14.0,157,Yes,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,64500.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
677,Lenovo,15ALC7 (82R400EJIN),1.61,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Po,6.0,1,45490.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
678,Lenovo,15IRX9 (83DV00XDIN),1.8254062618836355,Windows 11,15.6,141,No,4,24 GB,DDR5,512 GB,Li-Ion,6.0,1,89490.0,Normal,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
679,Lenovo,15IRX9 (83DV00XHIN),2.38,Windows 11,15.6,141,No,4,24 GB,DDR5,512 GB,Li-Ion,6.0,1,112491.0,Heavy,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
680,Lenovo,14IMH9 (83DA008TIN),1.48,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,72990.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Medium,Medium
681,HP,15-fc0411AU (B91DKPA),1.59,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,38723.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
682,Lenovo,Gen 6 (21M7S0P700),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,94990.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Medium,Medium
684,HP,15-fd0534TU (B91DNPA),1.59,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,61751.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
685,Lenovo,16AHP9 Gen 9 (83DH008HIN),2.3,Windows 11,16.0,189,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,144990.0,Normal,2560,1600,NVIDIA,High,AMD,Other,4096000,Large,High
686,Lenovo,16IRX9 Gen 9 (83DG00LFIN),2.36,Windows 11,16.0,189,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,149991.0,Heavy,2560,1600,NVIDIA,High,Intel,Other,4096000,Large,High
687,Acer,A325-42 (UN.34QSI.00F),1.79,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,29990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
690,MSI,A12UDX-498IN,1.98,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,2,61500.0,Normal,1920,1080,NVIDIA,Mid,Intel,Other,2073600,Medium,Medium
698,Lenovo,Gen 6 (21M3S08600),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,67990.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
699,Lenovo,Gen 7 (21MVA09MIN),1.8254062618836355,Windows 11,14.0,162,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,42991.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
700,Lenovo,15IRX9 (83DV0127IN),2.38,Windows 11,15.6,141,No,4,24 GB,DDR5,1 TB,Li-Ion,6.0,1,92491.0,Heavy,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
701,Lenovo,Gen 6 (21M3S08500),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,52990.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
702,Lenovo,Gen 6 (21KGA19RIN),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,57991.0,Normal,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
703,Lenovo,Gen 7 (21MWA09CIN),1.8254062618836355,Windows 11,16.0,142,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,42991.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Large,Medium
704,Lenovo,Gen 7 (21MVA096IN),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,48990.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
706,Lenovo,Gen 7 (21MVA097IN),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,57991.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
708,Lenovo,15IRX9 (83DV00X6IN),2.38,Windows 11,15.6,141,No,4,24 GB,DDR5,512 GB,Li-Ion,6.0,1,76990.0,Heavy,1920,1080,NVIDIA,Mid,Intel,Other,2073600,Medium,Medium
709,Lenovo,Gen 7 (82R900HJIN),1.55,Windows 11,14.0,162,Yes,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,63491.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
711,Lenovo,Gen 7 (82R4010CIN),1.61,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,39491.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
712,Lenovo,Gen 6 (21M7S0P600),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,74990.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Medium,Medium
713,Lenovo,Gen 9 (83DG00LEIN),2.36,Windows 11,16.0,189,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,129840.0,Heavy,2560,1600,NVIDIA,High,Intel,Other,4096000,Large,High
715,Lenovo,15IRX9 (83DV00X7IN),2.38,Windows 11,15.6,141,No,4,24 GB,DDR5,512 GB,Li-Ion,6.0,1,89490.0,Heavy,1920,1080,NVIDIA,Mid,Intel,Other,2073600,Medium,Medium
717,Lenovo,14IRH9 Gen 9 (83KX004RIN),1.5,Windows 11,14.0,162,Yes,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,85491.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
718,HP,(B85Q0PT),1.31,Windows 11,13.3,170,Yes,4,16 GB,DDR5,1 TB,Li-Ion,6.0,3,134999.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Small,Medium
720,Acer,A515-57 (NX.K3KSI.003),1.76,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,33990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
721,HP,(B85WQPT),1.41,Windows 11,14.0,162,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,3,120499.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Medium,Medium
722,MSI,A2VMG-023IN,0.99,Windows 11,13.3,255,No,4,32 GB,DDR5,1 TB,Li-Ion,7.0,2,126990.0,Ultra Light,2880,1800,Intel,Integrated,Intel,Ultra 7,5184000,Small,High
723,Acer,AL15-53 (UN.34ESI.00J),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,54999.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
724,Acer,AL15-52 (UN.33BSI.01A),1.59,Windows 11,15.6,141,No,4,32 GB,DDR4,1 TB,Li-Ion,6.0,1,58999.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
725,Lenovo,Gen 8 (82XQ00MFIN),1.62,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,46991.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
726,Lenovo,14IRH9 (83KX004QIN),1.6,Windows 11,14.0,162,Yes,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,69991.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
727,Lenovo,(83DJ00DGIN),1.8254062618836355,Windows 11,14.0,162,Yes,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,105991.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Medium,Medium
728,Lenovo,14AHP9 Gen 9 (83DR007DIN),1.6,Windows 11,14.0,162,Yes,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,79991.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
729,Lenovo,15IRU8 Gen 8 (82X700E0IN),1.62,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,39491.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
730,Lenovo,16IMH9 (83DC0093IN),1.82,Windows 11,16.0,142,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,82490.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Large,Medium
731,Lenovo,16IMH9 Gen 9 (83DC0094IN),1.82,Windows 11,16.0,142,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,87491.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Large,Medium
732,Lenovo,(83DJ00DFIN),1.8254062618836355,Windows 11,14.0,162,Yes,4,16 GB,DDR5,1 TB,Li-Po,6.0,1,123991.0,Normal,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Medium,Medium
733,Lenovo,14IMH9 (83DA008SIN),1.48,Windows 11,14.0,162,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,83990.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Medium,Medium
734,Lenovo,14IMH9 (83D2004XIN),1.46,Windows 11,14.0,243,No,5,32 GB,DDR5,1 TB,Li-Ion,6.0,1,112491.0,Light,2880,1800,Intel,Integrated,Intel,Ultra 9,5184000,Medium,High
735,Lenovo,Gen 5 (21ML0089US),2.39,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,135000.0,Heavy,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Medium,Medium
736,Acer,SFG14-41 (UN.KG3SI.00A),1.8254062618836355,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,7.0,1,79999.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
737,Lenovo,Gen 9 (83HL003NIN),1.8254062618836355,Windows 11,14.0,162,No,3,16 GB,DDR5,1 TB,Li-Ion,7.0,1,90991.0,Normal,1920,1200,Intel,Other,Qualcomm,Other,2304000,Medium,Medium
738,Lenovo,Gen 5 (21ML008NUS),2.45,Windows 11,14.0,162,Yes,4,32 GB,DDR5,512 GB,Li-Ion,6.0,1,135000.0,Heavy,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Medium,Medium
742,Lenovo,14IMH9 (83CV0079IN),1.39,Windows 11,14.0,162,No,4,32 GB,DDR5,1 TB,Li-Po,6.0,1,115990.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 7,2304000,Medium,Medium
744,Lenovo,(21A4A09SIH),1.7,Windows 11,15.6,141,No,3,8 GB,DDR4,256 GB,Li-Po,6.0,1,35990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
745,Lenovo,(82TSA0J1IH),1.8254062618836355,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,41990.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
746,Lenovo,Aura Edition (83HM002GIN),1.8254062618836355,Windows 11,15.3,222,Yes,4,32 GB,DDR5,1 TB,Li-Ion,7.0,1,149991.0,Normal,2880,1800,Intel,Integrated,Intel,Ultra 7,5184000,Medium,High
747,HP,15-fb0185AX (B4PV7PA),2.29,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,55379.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
748,Apple,M3 MXCT3HN/A,1.24,macOS,13.6,225,No,4,16 GB,DDR4,512 GB,Li-Po,6.0,1,134900.0,Ultra Light,2560,1664,Intel,Other,Apple,Apple M3,4259840,Small,High
749,Asus,B1402CBA-NK2417WS,1.49,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,50990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
750,Acer,A515-58GM (UN.KW1SI.002),1.78,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,54990.0,Light,1920,1080,NVIDIA,Entry Gaming,Intel,Other,2073600,Medium,Medium
751,Dell,3525 (IN352547R7J001ORB1),1.8254062618836355,Windows 11,15.6,141,No,4,64 GB,DDR4,512 GB,Li-Ion,6.0,1,33990.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
752,HP,15-fb0184AX (B4PV6PA),2.29,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,52716.0,Normal,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
753,Acer,CBOA311-1H (NX.KW5SI.001),1.8254062618836355,Chrome OS,11.6,135,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,36999.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Small,Low
754,Lenovo,Gen 8 (82Y1003AIN),1.8254062618836355,Windows 11,16.0,142,Yes,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,74990.0,Normal,1920,1200,Intel,Integrated,Intel,Other,2304000,Large,Medium
755,Acer,SFG14-AI (NX.KYXSI.001),1.32,Windows 11,14.5,156,No,3,16 GB,DDR5,512 GB,Li-Ion,7.0,1,89990.0,Light,1920,1200,Intel,Other,Qualcomm,Other,2304000,Medium,Medium
756,HP,15-FA1400TX (AM1S6PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,67490.0,Normal,1920,1080,NVIDIA,Mid,Intel,Other,2073600,Medium,Medium
757,Lenovo,(82RK00VVIN),1.63,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,35990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
758,Apple,M3 MXD33HN/A,1.51,macOS,15.3,224,No,4,16 GB,DDR4,512 GB,Li-Po,6.0,1,139990.0,Light,2880,1864,Intel,Other,Apple,Apple M3,5368320,Medium,High
763,Acer,SFG14-73 (NX.J2BSI.001),1.3,Windows 11,14.0,243,No,4,16 GB,DDR5,1 TB,Li-Ion,7.0,1,94999.0,Ultra Light,2880,1800,Intel,Integrated,Intel,Ultra 7,5184000,Medium,High
764,Lenovo,(82TSA0HXIN),1.8254062618836355,Windows 11,14.0,157,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,34991.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
766,Acer,AL15-41 (UN.431SI.358),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,32990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
767,Acer,AL15-52 (UN.33BSI.00G),1.59,DOS,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Po,5.0,1,34990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
768,Acer,A3SP14-31PT (UN.KENSI.005),1.54,Windows 11,14.0,162,Yes,3,8 GB,DDR5,512 GB,Li-Ion,6.0,1,39990.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
769,Acer,Z2-493 (UN.431SI.P09),1.5,DOS,14.0,112,No,4,8 GB,DDR4,256 GB,Li-Ion,5.0,1,22990.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
770,Acer,ANV15-51 (UN.QN9SI.00L),2.1,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,79999.0,Normal,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
771,HP,14-eh1047TU,1.41,Windows 11,14.0,157,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,99490.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
772,HP,15-eg3131tu,1.74,Windows 11,15.6,141,No,4,8 GB,DDR4,256 GB,Li-Ion,6.0,1,61990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
774,Acer,AL15-41 (UN.31ZSI.014),1.59,DOS,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,29990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
775,Lenovo,(21M3S03C00),1.8254062618836355,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,82991.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
776,Lenovo,(82TSA0HWIN),1.8254062618836355,Windows 11,14.0,157,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,3,55991.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
777,Lenovo,(21M3S03D00),1.8254062618836355,Windows 11,14.0,162,No,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,68991.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
778,Acer,AL15-41 (UN.31ZSI.00Q),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,36990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
779,Acer,AL15-51 (UN.431SI.P16),1.59,DOS,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,29990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
780,Acer,SFG14-72T (UN.KR0SI.002),1.32,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,74990.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Medium,Medium
781,Lenovo,15IAU7 (82RK019DIN),1.63,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,38991.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
782,Lenovo,15IAH8 (83ER00KSIN),1.62,Windows 11,15.6,141,No,3,16 GB,DDR5,512 GB,Li-Ion,6.0,1,56990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
